,ymd,hour,data_source,sum(total_bytes)
49722,2019-05-31,17,anaconda,1392381392499
49723,2019-04-30,22,anaconda,1280753759997
49724,2018-02-02,2,conda-forge,165507361
49725,2018-01-10,18,anaconda,501220099353
49726,2018-02-09,17,anaconda,458151111914
49727,2019-01-09,10,pyviz,109556
49728,2017-09-04,20,bioconda,850584
49729,2018-01-01,11,anaconda,683267085073
49730,2019-08-15,13,conda-forge,297199093902
49731,2018-12-25,13,pyviz,163989
49732,2017-09-08,9,anaconda,276702330684
49733,2017-09-06,9,bioconda,6288240
49734,2016-12-01,8,anaconda,197165144645
49735,2019-03-15,13,anaconda,1336497325179
49736,2019-01-07,17,anaconda,1022970850196
49737,2018-07-27,14,bioconda,6724187
49738,2018-06-13,10,bioconda,9789636
49739,2017-07-22,15,conda-forge,32072277
49740,2019-05-24,18,bioconda,24351751511
49741,2019-07-17,13,pyviz,1108069
49742,2019-07-13,19,anaconda,596501160585
49743,2019-08-23,3,bioconda,14977147871
49744,2019-05-18,3,anaconda,888136073727
49745,2018-02-22,3,anaconda,587917232016
49746,2018-02-07,10,conda-forge,155808934
49747,2017-12-28,11,conda-forge,53099329
49748,2017-10-01,3,anaconda,118394319513
49749,2018-07-18,18,bioconda,8284872
49750,2017-09-03,10,conda-forge,32462727
49751,2018-01-04,2,anaconda,357495828707
49752,2017-06-08,0,bioconda,2706197
49753,2018-09-25,0,bioconda,11342815
49754,2019-06-20,8,anaconda,1639675330378
49755,2019-07-18,14,conda-forge,403843509584
49756,2019-09-01,1,bioconda,2166796670
49757,2018-01-18,1,conda-forge,113250678
49758,2017-11-19,10,conda-forge,41036508
49759,2019-04-13,23,anaconda,619473195859
49760,2019-07-31,18,bioconda,19173656192
49761,2017-08-09,4,anaconda,192269830637
49762,2017-04-15,16,conda-forge,22296082
49763,2019-07-19,20,bioconda,3815516648
49764,2017-03-10,18,anaconda,454938120261
49765,2017-08-26,9,anaconda,119502671456
49766,2018-07-16,16,anaconda,773978361413
49767,2018-06-04,22,pyviz,72752
49768,2017-08-28,16,bioconda,3248926
49769,2018-03-07,14,anaconda,628516527887
49770,2018-07-07,13,anaconda,366579190163
49771,2019-01-23,17,conda-forge,278790595941
49772,2018-11-24,11,conda-forge,180407375
49773,2019-07-26,21,conda-forge,303552974137
49774,2018-08-13,7,anaconda,710385458680
49775,2018-09-11,9,pyviz,318840
49776,2019-01-05,6,anaconda,560248551821
49777,2017-10-19,20,conda-forge,160126645
49778,2018-03-23,3,bioconda,2045248
49779,2017-02-10,12,anaconda,219961639209
49780,2017-04-23,0,anaconda,124510060714
49781,2019-04-28,9,pyviz,202341
49782,2018-01-05,20,conda-forge,128039545
49783,2018-08-13,0,pyviz,64084
49784,2017-05-02,19,bioconda,5258036
49785,2019-07-16,1,bioconda,13116636114
49786,2019-05-06,22,pyviz,81080
49787,2018-09-26,15,pyviz,555525
49788,2018-05-10,23,bioconda,2587912
49789,2017-03-12,10,anaconda,79691011275
49790,2019-05-08,20,bioconda,6651298440
49791,2018-11-05,11,conda-forge,266611193
49792,2018-06-25,0,conda-forge,133042354
49793,2019-08-24,0,pyviz,107238
49794,2019-05-01,5,conda-forge,383196616267
49795,2019-01-29,16,anaconda,435427968970
49796,2019-08-26,12,anaconda,1069879205189
49797,2019-07-20,13,anaconda,763984401246
49798,2017-05-15,6,conda-forge,35353059
49799,2017-11-24,3,bioconda,1109522
49800,2017-12-13,20,anaconda,562434176091
49801,2017-10-02,8,bioconda,1014431
49802,2018-11-10,13,pyviz,117481
49803,2019-04-18,0,bioconda,69555036
49804,2017-11-18,20,anaconda,228802391011
49805,2017-05-10,14,anaconda,306374327766
49806,2017-05-09,5,conda-forge,16934941
49807,2019-08-16,20,pyviz,118500
49808,2017-12-04,23,conda-forge,137270225
49809,2018-05-09,20,anaconda,552931705149
49810,2019-01-28,10,bioconda,21377993
49811,2019-07-14,2,conda-forge,125381602634
49812,2019-06-13,4,pyviz,185067
49813,2017-12-29,18,conda-forge,52970107
49814,2018-07-24,14,pyviz,656979
49815,2019-01-29,15,conda-forge,288060601054
49816,2018-01-31,11,conda-forge,111100613
49817,2018-03-12,22,anaconda,701716492959
49818,2018-05-17,18,bioconda,13262039
49819,2018-05-08,10,conda-forge,136079725
49820,2019-03-24,10,anaconda,912870102621
49821,2017-12-23,1,conda-forge,45238264
49822,2019-07-03,3,bioconda,4995283708
49823,2017-11-18,22,conda-forge,72021301
49824,2017-11-07,5,conda-forge,59123403
49825,2018-06-13,7,bioconda,2178788
49826,2017-08-16,21,bioconda,3505270
49827,2019-06-07,16,pyviz,753610
49828,2019-01-18,16,bioconda,18727977
49829,2018-03-22,21,conda-forge,176880883
49830,2019-07-12,10,pyviz,76841
49831,2018-02-04,19,bioconda,2127077
49832,2016-11-06,4,anaconda,56174433360
49833,2017-09-18,23,conda-forge,79471190
49834,2017-10-04,2,conda-forge,80937153
49835,2019-03-18,20,conda-forge,414156832345
49836,2019-03-23,18,conda-forge,103042185376
49837,2018-02-10,15,bioconda,1421265
49838,2019-07-08,8,bioconda,7881103345
49839,2019-07-12,7,bioconda,9963632659
49840,2019-03-09,22,bioconda,28520739
49841,2017-06-23,17,conda-forge,79255320
49842,2016-12-13,18,anaconda,177265242901
49843,2019-07-01,8,pyviz,182176
49844,2018-04-20,22,conda-forge,161556325
49845,2019-08-15,13,pyviz,826174
49846,2019-03-26,6,pyviz,31969
49847,2017-08-17,17,anaconda,419287167573
49848,2019-03-06,14,bioconda,86364917
49849,2018-06-14,16,bioconda,6443284
49850,2018-01-25,11,bioconda,8544064
49851,2017-10-15,10,conda-forge,22911463
49852,2019-06-13,14,bioconda,12095114444
49853,2018-04-03,1,anaconda,381356485770
49854,2017-09-15,5,bioconda,1197550
49855,2018-11-24,23,conda-forge,201820534
49856,2017-07-19,19,conda-forge,112058165
49857,2019-04-09,2,pyviz,407402
49858,2019-08-08,2,anaconda,1151387916376
49859,2017-07-25,15,anaconda,392474289502
49860,2019-08-05,17,bioconda,12054464423
49861,2019-01-26,10,bioconda,3657744
49862,2018-08-04,13,anaconda,317465403741
49863,2018-08-15,12,conda-forge,230165705
49864,2019-01-12,12,bioconda,2423755
49865,2019-01-08,13,pyviz,82680
49866,2019-02-07,2,anaconda,1166137231619
49867,2018-12-21,13,bioconda,13301614
49868,2019-03-01,18,conda-forge,255075993458
49869,2018-12-21,8,pyviz,77715
49870,2017-12-13,14,anaconda,486508914609
49871,2018-01-12,7,conda-forge,83694273
49872,2018-10-14,2,anaconda,375887550830
49873,2019-02-13,21,anaconda,1183246675529
49874,2018-10-22,10,bioconda,6356093
49875,2018-11-02,14,pyviz,592498
49876,2016-10-29,5,anaconda,62739756075
49877,2017-09-27,4,anaconda,213575911424
49878,2019-04-10,12,bioconda,27767638
49879,2018-07-24,15,anaconda,877157662337
49880,2018-10-02,6,pyviz,70081
49881,2018-10-18,15,conda-forge,371058324
49882,2019-04-12,16,conda-forge,186700058921
49883,2019-05-07,11,conda-forge,424634127503
49884,2019-07-31,11,bioconda,12913998641
49885,2018-12-31,2,pyviz,18220
49886,2019-02-09,2,conda-forge,161674773634
49887,2019-04-24,7,anaconda,1317225601425
49888,2018-06-01,7,anaconda,576417906552
49889,2017-08-09,9,conda-forge,70781917
49890,2017-12-20,3,conda-forge,80157037
49891,2019-02-04,6,pyviz,79713
49892,2018-04-22,2,conda-forge,50522392
49893,2018-11-09,5,anaconda,685404965506
49894,2019-08-29,7,bioconda,14179456855
49895,2019-06-27,10,conda-forge,239564376975
49896,2017-04-13,6,anaconda,195932450655
49897,2018-04-16,20,bioconda,4581283
49898,2018-01-03,15,anaconda,692037605727
49899,2019-02-13,19,pyviz,182165
49900,2018-06-14,6,bioconda,6965389
49901,2018-02-26,12,conda-forge,134562429
49902,2019-06-09,22,pyviz,198372
49903,2019-05-25,14,anaconda,982511193516
49904,2017-08-27,3,conda-forge,26187110
49905,2017-01-21,6,anaconda,94001142611
49906,2016-11-02,9,anaconda,132141655781
49907,2018-11-03,7,bioconda,927500
49908,2017-11-06,11,bioconda,3937495
49909,2018-05-05,23,anaconda,231661741840
49910,2017-02-16,18,anaconda,358190579920
49911,2018-09-26,0,bioconda,3109582
49912,2018-02-24,1,conda-forge,85903950
49913,2017-03-19,21,anaconda,119272609200
49914,2018-12-12,9,anaconda,1061524435955
49915,2018-02-24,13,bioconda,711510
49916,2018-11-22,20,pyviz,144753
49917,2019-05-13,14,pyviz,745958
49918,2018-02-01,17,conda-forge,226004657
49919,2019-07-07,20,bioconda,3381357987
49920,2018-10-29,0,anaconda,556864410379
49921,2019-02-01,14,conda-forge,301746268570
49922,2017-08-23,4,anaconda,208019314496
49923,2017-06-20,10,conda-forge,55948196
49924,2018-12-03,23,conda-forge,186551541806
49925,2018-07-10,11,bioconda,9157404
49926,2017-07-01,7,conda-forge,16543749
49927,2018-01-30,8,bioconda,2435253
49928,2019-01-20,21,bioconda,4769973
49929,2019-05-03,15,pyviz,816216
49930,2018-03-21,8,conda-forge,111106392
49931,2019-04-03,2,bioconda,30893562
49932,2017-05-30,1,bioconda,2557752
49933,2018-12-08,12,conda-forge,107064888501
49934,2017-11-16,14,anaconda,470696266112
49935,2019-09-01,1,pyviz,141981
49936,2019-08-02,5,anaconda,879745936724
49937,2017-05-08,1,conda-forge,28763953
49938,2017-07-11,15,anaconda,520944444439
49939,2017-04-06,15,conda-forge,91987211
49940,2019-02-22,9,pyviz,133694
49941,2018-06-28,17,anaconda,657102937120
49942,2018-11-28,2,bioconda,8853749
49943,2019-01-05,16,pyviz,191347
49944,2018-11-23,10,anaconda,836748082606
49945,2018-11-14,2,bioconda,3983117
49946,2017-10-21,6,anaconda,294037227449
49947,2019-02-05,11,anaconda,1059159352857
49948,2019-02-14,6,conda-forge,167010478289
49949,2018-08-01,13,bioconda,8439832
49950,2018-09-15,6,conda-forge,226450208
49951,2018-08-07,13,anaconda,924415336503
49952,2018-11-09,20,bioconda,7707302
49953,2018-09-30,6,bioconda,2144046
49954,2017-12-15,3,anaconda,344094944935
49955,2019-05-08,6,anaconda,1504774886472
49956,2019-07-13,9,conda-forge,81700791054
49957,2019-04-18,17,pyviz,46472
49958,2016-11-12,13,anaconda,93401997086
49959,2019-05-20,7,bioconda,13072144033
49960,2019-09-01,9,pyviz,153554
49961,2018-01-28,9,bioconda,6254994
49962,2018-02-02,12,bioconda,6388126
49963,2018-09-04,17,anaconda,769488232175
49964,2019-03-28,9,bioconda,25928476
49965,2019-01-31,14,pyviz,246128
49966,2017-12-20,23,conda-forge,109014967
49967,2018-02-17,5,anaconda,185646834119
49968,2019-06-08,12,bioconda,8335645555
49969,2018-06-30,3,anaconda,420602111913
49970,2018-04-04,2,conda-forge,109661950
49971,2018-06-29,11,bioconda,4604566
49972,2018-01-14,19,anaconda,285997513177
49973,2019-02-13,5,bioconda,6048515
49974,2017-05-01,19,bioconda,2225913
49975,2018-08-06,3,pyviz,14108
49976,2019-06-02,1,anaconda,922623640088
49977,2017-12-22,14,conda-forge,83462516
49978,2019-08-18,2,conda-forge,126092327662
49979,2017-10-29,3,conda-forge,37700203
49980,2017-12-04,7,anaconda,334941176886
49981,2018-03-11,7,bioconda,1562404
49982,2018-12-05,13,pyviz,215324
49983,2017-09-03,11,anaconda,144289056111
49984,2018-12-17,3,pyviz,41369
49985,2018-06-13,6,bioconda,3061327
49986,2019-07-22,21,bioconda,7207588308
49987,2017-07-14,6,conda-forge,74329557
49988,2019-06-07,13,pyviz,806453
49989,2017-06-14,1,conda-forge,53371519
49990,2018-12-19,2,conda-forge,229186267726
49991,2018-10-26,10,anaconda,758753443383
49992,2018-06-23,22,pyviz,9174
49993,2018-04-07,19,anaconda,90503008392
49994,2017-06-21,13,anaconda,364508851972
49995,2018-12-17,4,bioconda,6052764
49996,2019-03-07,17,bioconda,20024988
49997,2018-11-21,2,conda-forge,438939721
49998,2019-01-03,15,bioconda,16079707
49999,2019-02-10,0,conda-forge,128891940531
50000,2018-06-08,13,bioconda,6846824
50001,2017-11-26,16,bioconda,524904
50002,2019-07-14,14,pyviz,811081
50003,2019-06-26,0,pyviz,200316
50004,2016-11-24,20,anaconda,102663379945
50005,2018-03-29,15,bioconda,5333740
50006,2017-08-04,8,conda-forge,79216062
50007,2017-07-29,15,conda-forge,30321876
50008,2018-06-14,22,pyviz,132013
50009,2018-08-23,7,bioconda,4287719
50010,2019-08-20,10,anaconda,801292323631
50011,2019-03-07,22,bioconda,18682446
50012,2017-12-17,2,bioconda,1314783
50013,2017-12-29,14,anaconda,430113177756
50014,2019-01-29,10,pyviz,64414
50015,2019-02-07,7,anaconda,1309984582229
50016,2019-07-22,12,pyviz,1693229
50017,2019-03-06,12,pyviz,83056
50018,2018-05-28,11,anaconda,460236314634
50019,2018-05-31,9,pyviz,4633
50020,2019-03-17,4,bioconda,3193299
50021,2018-01-19,2,bioconda,3082446
50022,2018-03-22,5,anaconda,285713288252
50023,2019-08-04,17,anaconda,640947876210
50024,2019-08-18,5,bioconda,3687284038
50025,2017-05-10,20,anaconda,282860214686
50026,2017-11-26,11,conda-forge,33528481
50027,2018-12-27,8,anaconda,800986935458
50028,2018-08-30,21,anaconda,778873571164
50029,2019-07-16,1,anaconda,1698914624779
50030,2018-01-17,16,bioconda,5852550
50031,2018-02-07,4,anaconda,337838906464
50032,2018-12-21,17,bioconda,4710208
50033,2018-07-14,10,bioconda,1624914
50034,2019-06-06,6,anaconda,1452609298415
50035,2017-08-19,10,conda-forge,52546243
50036,2018-12-20,5,pyviz,32163
50037,2017-11-18,10,conda-forge,50610812
50038,2017-08-23,12,anaconda,325916452092
50039,2017-05-14,10,conda-forge,15552154
50040,2018-12-23,5,conda-forge,56041579259
50041,2017-04-25,11,bioconda,3107102
50042,2019-08-19,7,conda-forge,229195291366
50043,2017-04-11,16,anaconda,302115504131
50044,2017-10-14,6,bioconda,1068628
50045,2017-07-15,15,anaconda,180790707044
50046,2017-11-21,15,bioconda,5441423
50047,2018-12-22,10,conda-forge,52546258655
50048,2018-05-17,18,anaconda,624887016539
50049,2018-11-15,6,anaconda,1022359457213
50050,2019-01-04,15,bioconda,18476276
50051,2017-11-12,23,bioconda,4072788
50052,2018-12-13,14,bioconda,11409801
50053,2018-02-06,9,bioconda,4066874
50054,2018-10-08,19,bioconda,6826433
50055,2017-06-11,9,anaconda,92256170711
50056,2018-08-17,15,anaconda,1096237639917
50057,2018-12-18,14,anaconda,1287249879202
50058,2017-03-23,3,anaconda,153939555094
50059,2018-03-30,7,conda-forge,94996998
50060,2018-01-15,20,anaconda,444955588286
50061,2019-07-01,12,conda-forge,326335802035
50062,2018-05-31,6,conda-forge,124749952
50063,2018-05-24,4,conda-forge,102721387
50064,2018-07-07,22,bioconda,2501557
50065,2017-08-12,4,anaconda,120771464916
50066,2017-10-23,16,bioconda,4244540
50067,2017-04-08,16,bioconda,536406
50068,2017-06-09,4,conda-forge,29455927
50069,2017-11-23,14,anaconda,406397303025
50070,2019-05-10,9,conda-forge,412258092923
50071,2018-04-22,17,conda-forge,70026437
50072,2017-06-22,3,bioconda,504924
50073,2017-12-26,0,bioconda,925111
50074,2019-01-23,12,pyviz,226526
50075,2018-05-12,17,bioconda,1274731
50076,2019-03-13,1,conda-forge,395901741891
50077,2019-04-10,8,pyviz,77051
50078,2017-12-20,8,bioconda,4926485
50079,2019-03-07,7,anaconda,1501242260396
50080,2019-07-24,15,conda-forge,376505741987
50081,2018-12-03,4,pyviz,883483
50082,2017-12-09,13,conda-forge,49315105
50083,2019-02-09,2,anaconda,822794679638
50084,2018-09-04,11,anaconda,625483028869
50085,2018-12-25,21,bioconda,4472197
50086,2018-03-04,21,pyviz,27756
50087,2017-02-21,23,anaconda,259800994105
50088,2019-04-21,7,anaconda,619311601213
50089,2018-12-23,3,anaconda,756559044647
50090,2019-01-06,20,pyviz,94264
50091,2019-07-29,8,pyviz,354820
50092,2018-03-09,1,anaconda,379033597515
50093,2017-09-27,5,bioconda,1047061
50094,2019-01-18,17,bioconda,12132963
50095,2017-08-24,16,bioconda,4750738
50096,2018-07-23,5,anaconda,468626629826
50097,2019-03-06,9,pyviz,302652
50098,2017-08-23,16,anaconda,456059861217
50099,2019-03-10,11,bioconda,5292225
50100,2018-08-04,14,anaconda,383612022440
50101,2017-05-17,3,conda-forge,33595944
50102,2019-03-18,14,anaconda,1471347639754
50103,2018-11-18,16,bioconda,6178046
50104,2017-10-19,10,bioconda,4792082
50105,2018-04-24,23,anaconda,505214018465
50106,2018-07-27,14,anaconda,741466950870
50107,2018-11-21,10,conda-forge,426087309
50108,2017-05-08,6,bioconda,742838
50109,2017-06-08,14,bioconda,5442375
50110,2018-12-30,23,conda-forge,147343751498
50111,2018-08-07,11,anaconda,719826816921
50112,2019-04-06,9,bioconda,8226153
50113,2017-01-21,10,anaconda,72619566824
50114,2018-09-17,3,bioconda,2998845
50115,2018-03-31,2,bioconda,2281947
50116,2018-09-05,7,conda-forge,200180785
50117,2016-11-14,12,anaconda,143879304036
50118,2019-04-27,17,bioconda,4514650
50119,2018-09-05,11,pyviz,327348
50120,2018-02-12,5,conda-forge,70301543
50121,2017-07-03,18,bioconda,3170377
50122,2017-07-24,15,bioconda,4599652
50123,2017-06-30,23,conda-forge,41524601
50124,2018-03-31,18,anaconda,161630912066
50125,2018-10-24,14,conda-forge,446971920
50126,2019-02-28,19,conda-forge,292476647815
50127,2016-11-02,8,anaconda,105402008946
50128,2017-04-02,23,anaconda,127514207572
50129,2017-09-14,22,bioconda,3614772
50130,2018-06-20,12,anaconda,605738351233
50131,2017-08-02,5,bioconda,1025646
50132,2017-11-28,18,anaconda,509123113284
50133,2019-06-22,6,conda-forge,123786064245
50134,2017-10-11,15,bioconda,7413450
50135,2019-04-05,2,pyviz,579704
50136,2019-06-01,3,conda-forge,504182521956
50137,2018-01-23,17,anaconda,534507354175
50138,2018-08-27,5,anaconda,554263988131
50139,2019-02-26,12,conda-forge,194055375486
50140,2019-04-20,5,bioconda,2135073
50141,2019-03-18,7,bioconda,4132752
50142,2017-05-20,6,bioconda,669739
50143,2018-05-25,6,bioconda,2011694
50144,2019-06-23,10,conda-forge,112366735201
50145,2018-10-13,5,conda-forge,336464051
50146,2019-07-11,15,pyviz,106956
50147,2018-09-11,17,conda-forge,301363122
50148,2018-11-23,10,conda-forge,336234649
50149,2017-05-03,18,conda-forge,78504244
50150,2017-08-20,19,bioconda,7327960
50151,2018-05-25,17,bioconda,7616697
50152,2018-06-15,12,conda-forge,176759664
50153,2017-03-04,2,anaconda,135710660060
50154,2017-03-26,14,anaconda,108698498315
50155,2017-07-29,23,bioconda,681706
50156,2019-06-08,17,anaconda,881852829370
50157,2018-07-14,8,pyviz,9072
50158,2017-12-14,7,anaconda,434584613252
50159,2018-01-10,14,bioconda,5877628
50160,2019-07-18,20,pyviz,576515
50161,2017-12-02,6,anaconda,239027424222
50162,2019-08-07,11,conda-forge,254384398299
50163,2018-11-10,21,anaconda,540220341943
50164,2018-01-31,16,bioconda,6931000
50165,2019-06-26,8,anaconda,1351249317554
50166,2018-09-30,11,bioconda,1887779
50167,2016-11-03,17,anaconda,200377490601
50168,2018-02-04,9,bioconda,2895670
50169,2018-06-08,21,anaconda,626424632422
50170,2018-07-14,17,anaconda,345626503326
50171,2019-06-30,2,bioconda,2572654140
50172,2018-07-29,2,conda-forge,183055527
50173,2018-02-25,15,anaconda,324914074569
50174,2017-04-10,6,bioconda,1844003
50175,2019-06-15,14,bioconda,2597204528
50176,2019-08-17,4,bioconda,6237668308
50177,2018-07-11,18,conda-forge,248279824
50178,2019-04-06,17,anaconda,760966925364
50179,2018-08-23,12,pyviz,146631
50180,2017-12-11,10,anaconda,474856263171
50181,2017-11-20,12,anaconda,321434601293
50182,2017-10-01,12,anaconda,180341033616
50183,2018-02-25,18,conda-forge,76509441
50184,2018-11-07,10,conda-forge,353837495
50185,2018-03-22,22,anaconda,381415017734
50186,2019-06-19,9,anaconda,1497225479333
50187,2018-11-27,16,pyviz,334865
50188,2018-04-16,15,conda-forge,229896270
50189,2019-08-21,17,conda-forge,305412585974
50190,2017-01-08,7,anaconda,50272314528
50191,2018-07-10,14,bioconda,8568569
50192,2018-11-21,14,pyviz,255771
50193,2017-08-19,8,anaconda,127819945856
50194,2019-08-16,12,anaconda,768124612394
50195,2017-02-15,1,anaconda,202551785514
50196,2018-12-08,17,bioconda,3895445
50197,2019-08-02,9,bioconda,10565892062
50198,2018-01-22,22,anaconda,708220436318
50199,2018-08-15,3,pyviz,50648
50200,2017-07-23,7,anaconda,156059850162
50201,2019-01-18,6,anaconda,974119389981
50202,2018-03-26,23,anaconda,334249001988
50203,2017-06-25,14,anaconda,107350095888
50204,2018-03-12,9,bioconda,3030667
50205,2018-04-24,0,anaconda,617154928534
50206,2019-02-04,0,anaconda,677113833518
50207,2018-03-16,20,anaconda,513015777419
50208,2017-04-01,18,anaconda,170117474534
50209,2017-07-20,21,conda-forge,83765355
50210,2018-12-06,15,pyviz,178717
50211,2019-08-14,12,pyviz,1065924
50212,2018-01-18,3,bioconda,3076137
50213,2017-04-09,23,bioconda,464810
50214,2018-06-01,2,bioconda,2116472
50215,2019-06-17,22,pyviz,448121
50216,2019-03-21,2,pyviz,248421
50217,2017-12-23,15,conda-forge,33605643
50218,2017-03-30,21,anaconda,301402776802
50219,2017-03-31,2,anaconda,146860680142
50220,2019-06-25,3,anaconda,1327193286311
50221,2017-11-09,1,anaconda,402735739181
50222,2018-10-22,15,bioconda,11240371
50223,2017-09-12,3,conda-forge,60568083
50224,2019-02-10,15,anaconda,662500929586
50225,2017-09-29,9,bioconda,5582352
50226,2018-01-26,16,bioconda,14578593
50227,2018-03-08,13,bioconda,4157874
50228,2019-08-06,4,conda-forge,150069821478
50229,2017-10-08,5,conda-forge,30122018
50230,2017-04-13,20,bioconda,4139551
50231,2019-04-26,0,conda-forge,181690152353
50232,2019-04-23,9,pyviz,35976
50233,2016-12-07,4,anaconda,90164513910
50234,2018-03-05,18,bioconda,5435274
50235,2017-07-11,13,anaconda,602334675731
50236,2018-03-17,14,anaconda,312410979665
50237,2017-10-31,4,anaconda,213749195839
50238,2018-05-29,18,anaconda,624915436097
50239,2017-10-07,5,anaconda,223438271578
50240,2017-12-16,20,bioconda,894936
50241,2017-07-06,1,anaconda,215849356459
50242,2019-04-19,13,conda-forge,164394238578
50243,2017-11-14,3,anaconda,423392680070
50244,2019-04-26,23,bioconda,104367258
50245,2018-10-08,14,anaconda,221134025265
50246,2019-08-08,11,pyviz,570611
50247,2017-07-13,22,anaconda,249803167552
50248,2019-03-14,23,conda-forge,193498505545
50249,2019-08-11,15,conda-forge,113175154598
50250,2017-09-08,1,conda-forge,73647062
50251,2019-06-16,19,anaconda,1175583753535
50252,2017-07-21,16,conda-forge,137922237
50253,2019-06-24,13,bioconda,13147083652
50254,2017-05-13,21,bioconda,1055581
50255,2018-07-19,11,pyviz,60595
50256,2017-05-25,8,bioconda,2841753
50257,2019-03-04,3,bioconda,5996320
50258,2017-04-13,19,anaconda,303198440701
50259,2017-10-28,3,conda-forge,38015661
50260,2018-01-21,4,anaconda,209629687759
50261,2019-07-04,23,conda-forge,116863520366
50262,2017-08-11,5,bioconda,1828208
50263,2018-01-15,5,anaconda,212140800321
50264,2019-08-18,10,anaconda,533988408309
50265,2017-12-10,3,anaconda,572729495962
50266,2018-04-16,8,anaconda,604469434682
50267,2017-04-19,2,anaconda,208372349835
50268,2019-07-28,1,conda-forge,96515112915
50269,2017-04-21,9,anaconda,202251317925
50270,2018-12-12,22,conda-forge,209277136710
50271,2019-01-11,4,bioconda,5810259
50272,2017-08-15,3,bioconda,3713996
50273,2019-04-04,3,anaconda,1522006021250
50274,2018-01-20,22,conda-forge,64450710
50275,2017-06-04,11,conda-forge,23433171
50276,2018-09-03,2,conda-forge,207488212
50277,2018-05-10,6,conda-forge,80590804
50278,2018-09-02,14,bioconda,3281414
50279,2017-08-15,8,conda-forge,59065486
50280,2019-08-07,5,pyviz,76812
50281,2019-04-30,10,anaconda,1070762265296
50282,2019-03-12,3,bioconda,12997772
50283,2017-12-25,23,bioconda,904646
50284,2017-10-26,9,bioconda,5014390
50285,2018-07-01,20,pyviz,45882
50286,2019-05-29,14,anaconda,1600426609085
50287,2018-12-29,9,pyviz,73932
50288,2018-04-12,0,bioconda,5895930
50289,2018-10-07,17,conda-forge,220801341
50290,2018-02-13,11,conda-forge,116671142
50291,2018-07-04,4,bioconda,1618861
50292,2019-06-24,22,conda-forge,350543693587
50293,2017-05-31,7,conda-forge,37211503
50294,2018-09-28,17,conda-forge,368486879
50295,2018-04-12,23,conda-forge,142379070
50296,2018-10-27,11,conda-forge,183864044
50297,2019-06-13,21,bioconda,6176380451
50298,2019-03-30,20,anaconda,917163832253
50299,2018-01-15,17,bioconda,4202276
50300,2017-04-15,0,anaconda,253941108206
50301,2019-08-23,12,bioconda,10316683685
50302,2017-03-31,1,anaconda,190022450167
50303,2017-07-18,11,anaconda,272507946161
50304,2019-05-14,20,anaconda,1346842466165
50305,2018-08-19,1,conda-forge,94723537
50306,2019-02-22,12,bioconda,16714686
50307,2018-01-08,0,bioconda,4341383
50308,2019-03-06,16,conda-forge,422981985155
50309,2016-11-22,14,anaconda,230560378133
50310,2019-05-20,0,conda-forge,164794819180
50311,2016-11-23,10,anaconda,146213076090
50312,2017-12-16,13,conda-forge,51823060
50313,2019-06-09,15,conda-forge,118431573240
50314,2019-01-09,11,pyviz,114369
50315,2018-03-18,17,conda-forge,86787717
50316,2016-11-11,3,anaconda,167771971583
50317,2019-02-12,2,anaconda,1114241504103
50318,2018-10-09,10,bioconda,6364787
50319,2017-04-02,3,anaconda,91952206322
50320,2017-12-07,2,bioconda,2407605
50321,2017-07-05,0,bioconda,2661424
50322,2017-09-12,0,bioconda,1899009
50323,2017-06-14,14,anaconda,324193302803
50324,2017-09-02,8,anaconda,157759398584
50325,2019-06-28,7,bioconda,7346267644
50326,2017-10-14,0,conda-forge,84913113
50327,2017-03-20,14,anaconda,302224233765
50328,2019-05-18,14,conda-forge,92546147055
50329,2018-03-07,8,conda-forge,159634084
50330,2018-08-29,16,bioconda,10510653
50331,2018-07-07,23,pyviz,237477
50332,2016-11-02,6,anaconda,99885186187
50333,2018-09-07,15,conda-forge,319204274
50334,2019-03-18,2,anaconda,1307387465578
50335,2018-07-27,18,pyviz,74574
50336,2019-03-07,7,conda-forge,277868396984
50337,2018-02-07,20,conda-forge,237571098
50338,2019-02-17,6,anaconda,971817515048
50339,2017-10-12,7,bioconda,5968426
50340,2019-08-19,23,pyviz,300760
50341,2018-04-27,18,anaconda,582808348018
50342,2019-03-15,12,pyviz,358062
50343,2018-11-06,3,pyviz,466302
50344,2017-12-10,20,bioconda,525869
50345,2018-07-27,1,pyviz,79121
50346,2017-12-18,1,conda-forge,61283413
50347,2019-05-15,21,anaconda,1290025210123
50348,2019-04-27,20,pyviz,255632
50349,2017-06-29,22,conda-forge,66384328
50350,2018-07-05,21,pyviz,360959
50351,2018-02-27,19,bioconda,11320342
50352,2019-07-15,20,anaconda,1175382225724
50353,2018-02-18,9,anaconda,259354039229
50354,2019-02-19,23,anaconda,955232655922
50355,2017-10-08,3,anaconda,258694380958
50356,2018-10-13,6,pyviz,88607
50357,2019-01-25,16,anaconda,1524213235727
50358,2019-08-14,7,conda-forge,197958583369
50359,2018-11-04,11,bioconda,3833732
50360,2018-08-18,9,anaconda,362596816678
50361,2018-06-30,23,bioconda,5213857
50362,2017-06-13,5,anaconda,172311711820
50363,2019-01-25,19,anaconda,977213401640
50364,2018-04-26,7,bioconda,4277373
50365,2018-03-19,16,conda-forge,202191525
50366,2018-12-25,5,anaconda,542790906041
50367,2018-03-22,11,anaconda,389386238796
